age,is_male,income,monthly_usage_hours,customer_service_calls,has_loyalty_card,churned,subscription_type_Premium,subscription_type_Standard,contract_length_Quarterly,contract_length_Yearly,payment_method_Cash,payment_method_Credit Card,payment_method_PayPal,region_North,region_South,region_West,engagement_score,high_value,risk_score,usage_per_age,low_engagement
68,0,59856,19,0,0,0,0,0,0,1,0,0,1,0,1,0,19.0,False,3,0.2753623188405797,1
54,0,39200,23,7,1,0,0,1,1,0,0,0,0,0,0,1,2.875,False,4,0.41818181818181815,1
39,0,94178,83,7,1,0,1,0,1,0,0,0,0,0,1,0,10.375,True,4,2.075,0
46,1,63997,25,6,1,1,0,0,0,1,0,0,0,0,0,1,3.5714285714285716,False,2,0.5319148936170213,1
31,0,55611,16,7,0,0,1,0,1,0,0,1,0,1,0,0,2.0,False,7,0.5,1
45,0,149273,54,2,0,0,0,0,0,0,0,1,0,1,0,0,18.0,False,3,1.173913043478261,0
22,0,71235,73,1,0,1,1,0,1,0,0,0,1,1,0,0,36.5,False,5,3.1739130434782608,0
64,1,147428,1,6,0,1,0,1,0,0,0,1,0,1,0,0,0.14285714285714285,False,5,0.015384615384615385,1
66,0,65057,42,7,0,0,1,0,1,0,0,0,0,0,1,0,5.25,False,7,0.6268656716417911,0
47,1,31239,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,False,3,0.3958333333333333,1
63,0,133674,97,9,1,0,1,0,1,0,0,1,0,0,0,1,9.7,True,4,1.515625,0
69,1,144474,34,8,0,0,0,1,0,0,1,0,0,0,0,0,3.7777777777777777,False,5,0.4857142857142857,0
22,1,95661,80,3,0,1,0,0,0,0,0,0,1,0,1,0,20.0,False,3,3.4782608695652173,0
29,0,75272,55,3,1,0,1,0,0,0,1,0,0,0,1,0,13.75,False,0,1.8333333333333333,0
33,0,119393,18,2,0,0,0,0,0,0,0,0,1,0,0,0,6.0,False,3,0.5294117647058824,1
43,1,91212,34,5,0,0,1,0,1,0,1,0,0,0,0,0,5.666666666666667,False,5,0.7727272727272727,0
43,0,45398,89,0,0,0,0,0,1,0,0,1,0,0,1,0,89.0,False,5,2.022727272727273,0
65,1,86503,45,5,0,0,0,1,0,0,0,0,1,0,1,0,7.5,False,3,0.6818181818181818,0
38,1,36638,6,1,0,1,0,1,0,0,0,0,1,0,0,1,3.0,False,3,0.15384615384615385,1
56,1,36570,21,8,0,1,0,0,0,0,0,0,1,1,0,0,2.3333333333333335,False,5,0.3684210526315789,1
53,1,98785,70,1,1,1,0,0,0,0,0,0,0,1,0,0,35.0,False,0,1.2962962962962963,0
50,1,39110,96,6,1,0,0,0,0,0,0,0,0,0,0,1,13.714285714285714,False,2,1.8823529411764706,0
47,0,135899,48,0,1,0,0,0,0,1,1,0,0,0,0,0,48.0,False,0,1.0,0
54,1,109141,39,6,1,0,0,0,0,0,0,1,0,0,1,0,5.571428571428571,False,2,0.7090909090909091,0
40,1,42115,31,4,0,0,0,1,0,0,0,0,0,0,0,0,6.2,False,3,0.7560975609756098,0
27,0,69062,10,7,0,0,0,0,0,0,0,0,1,1,0,0,1.25,False,5,0.35714285714285715,1
22,1,52911,30,3,1,0,0,0,0,0,0,0,0,1,0,0,7.5,False,0,1.3043478260869565,0
53,0,134061,18,9,0,0,0,1,0,0,0,1,0,0,0,0,1.8,False,5,0.3333333333333333,1
51,0,62556,60,6,1,1,0,0,1,0,0,0,0,1,0,0,8.571428571428571,False,4,1.1538461538461537,0
69,0,108131,88,5,0,0,1,0,0,0,0,0,1,0,1,0,14.666666666666666,True,3,1.2571428571428571,0
48,1,31969,73,4,1,0,1,0,0,0,1,0,0,0,0,1,14.6,False,0,1.489795918367347,0
27,1,73753,95,3,0,0,0,1,0,0,0,0,1,0,0,0,23.75,False,3,3.392857142857143,0
36,1,112811,15,6,1,0,0,1,0,0,0,1,0,0,1,0,2.142857142857143,False,2,0.40540540540540543,1
49,0,34470,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0.8,False,3,0.08,1
18,1,40225,63,4,0,0,0,0,0,1,0,0,0,1,0,0,12.6,False,3,3.3157894736842106,0
22,0,137860,40,0,0,0,0,0,1,0,0,0,0,0,1,0,40.0,False,5,1.7391304347826086,0
62,1,137510,9,1,1,0,0,0,0,0,0,0,0,0,0,0,4.5,False,0,0.14285714285714285,1
21,0,138295,9,4,1,0,0,1,0,0,1,0,0,0,1,0,1.8,False,0,0.4090909090909091,1
33,1,53196,26,2,1,0,0,0,0,0,0,0,1,0,0,1,8.666666666666666,False,0,0.7647058823529411,1
41,1,135823,4,1,0,0,0,1,0,0,1,0,0,0,1,0,2.0,False,3,0.09523809523809523,1
33,1,43669,81,3,1,0,1,0,1,0,1,0,0,0,1,0,20.25,False,2,2.3823529411764706,0
19,0,67380,16,3,0,0,1,0,1,0,0,1,0,0,0,1,4.0,False,5,0.8,1
66,0,140677,15,3,0,0,0,1,0,0,1,0,0,0,1,0,3.75,False,3,0.22388059701492538,1
45,1,145886,99,3,0,0,0,0,0,0,0,0,0,0,1,0,24.75,False,3,2.152173913043478,0
49,1,78320,52,2,0,0,1,0,0,0,0,0,1,1,0,0,17.333333333333332,False,3,1.04,0
44,0,77414,69,6,1,0,0,1,0,1,0,0,1,0,0,0,9.857142857142858,False,2,1.5333333333333334,0
37,0,133542,5,8,1,1,0,0,1,0,0,0,1,1,0,0,0.5555555555555556,False,4,0.13157894736842105,1
41,0,45577,20,4,0,1,0,0,0,0,0,0,0,0,0,0,4.0,False,3,0.47619047619047616,1
29,1,118009,79,3,0,0,1,0,0,0,0,0,0,0,0,1,19.75,True,3,2.6333333333333333,0
67,0,85409,18,1,1,0,0,1,1,0,0,0,0,0,0,1,9.0,False,2,0.2647058823529412,1
52,1,58625,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,False,0,0.03773584905660377,1
50,0,111040,93,4,0,0,1,0,0,0,0,0,0,0,0,0,18.6,True,3,1.8235294117647058,0
50,1,54089,13,6,1,1,0,1,0,0,1,0,0,0,0,0,1.8571428571428572,False,2,0.2549019607843137,1
68,0,66487,4,9,0,0,0,1,1,0,0,0,0,0,0,0,0.4,False,7,0.057971014492753624,1
60,0,95838,42,9,0,0,0,0,0,0,0,0,0,0,0,1,4.2,False,5,0.6885245901639344,0
54,0,126999,74,8,1,0,0,0,0,0,0,0,0,0,0,0,8.222222222222221,False,2,1.3454545454545455,0
29,0,140448,61,6,1,0,0,0,0,1,0,0,0,0,1,0,8.714285714285714,False,2,2.033333333333333,0
20,0,124795,95,4,1,0,0,1,0,0,0,0,1,1,0,0,19.0,False,0,4.523809523809524,0
18,1,80138,8,9,0,1,0,1,0,0,0,0,0,0,0,1,0.8,False,5,0.42105263157894735,1
50,0,72823,67,9,0,0,1,0,0,0,1,0,0,1,0,0,6.7,False,5,1.3137254901960784,0
57,0,67208,63,9,0,0,0,0,0,0,1,0,0,0,1,0,6.3,False,5,1.0862068965517242,0
27,0,84061,9,5,0,0,0,1,1,0,1,0,0,0,0,0,1.5,False,5,0.32142857142857145,1
60,1,60659,94,2,0,0,0,1,0,0,0,1,0,1,0,0,31.333333333333332,False,3,1.540983606557377,0
61,0,131376,11,4,1,0,0,1,0,0,0,0,1,0,1,0,2.2,False,0,0.1774193548387097,1
46,1,61890,99,7,1,0,0,1,0,0,0,0,0,0,1,0,12.375,False,2,2.106382978723404,0
30,0,109134,42,0,0,0,0,0,1,0,0,1,0,1,0,0,42.0,False,5,1.3548387096774193,0
29,0,77055,13,0,1,0,0,1,1,0,0,0,0,0,0,1,13.0,False,2,0.43333333333333335,1
48,1,142269,36,6,1,0,0,0,0,0,0,1,0,1,0,0,5.142857142857143,False,2,0.7346938775510204,0
63,0,49508,13,4,0,0,0,0,0,0,0,1,0,0,0,1,2.6,False,3,0.203125,1
19,1,72287,12,4,0,0,0,0,1,0,1,0,0,0,0,0,2.4,False,5,0.6,1
68,1,108916,37,0,0,0,0,1,0,0,1,0,0,0,0,1,37.0,False,3,0.5362318840579711,0
67,0,56984,74,8,0,0,1,0,1,0,0,1,0,0,0,0,8.222222222222221,False,7,1.088235294117647,0
52,1,140169,73,0,1,1,0,1,1,0,1,0,0,1,0,0,73.0,False,2,1.3773584905660377,0
40,0,38125,52,4,0,1,0,1,1,0,0,1,0,0,0,0,10.4,False,5,1.2682926829268293,0
34,0,66059,71,9,1,0,0,1,0,0,0,0,1,0,1,0,7.1,False,2,2.0285714285714285,0
43,1,99569,2,8,0,0,0,1,0,0,1,0,0,0,0,0,0.2222222222222222,False,5,0.045454545454545456,1
25,1,133409,56,3,0,0,0,0,1,0,1,0,0,0,0,1,14.0,False,5,2.1538461538461537,0
46,1,47087,60,7,1,0,0,0,0,0,1,0,0,0,0,1,7.5,False,2,1.2765957446808511,0
43,1,136437,23,5,0,1,0,0,0,0,0,0,1,0,0,1,3.8333333333333335,False,3,0.5227272727272727,1
27,0,145262,40,2,1,0,0,0,0,1,0,1,0,0,0,0,13.333333333333334,False,0,1.4285714285714286,0
43,0,35704,64,3,0,0,0,0,0,1,0,0,0,0,0,1,16.0,False,3,1.4545454545454546,0
51,1,90576,85,1,0,0,0,0,0,0,1,0,0,0,0,1,42.5,False,3,1.6346153846153846,0
68,0,103384,23,0,0,1,0,0,0,0,0,1,0,0,1,0,23.0,False,3,0.3333333333333333,1
58,0,117128,29,7,0,0,1,0,0,0,0,0,1,0,0,0,3.625,True,5,0.4915254237288136,1
24,0,141279,78,0,1,0,0,0,1,0,0,0,0,0,1,0,78.0,False,2,3.12,0
21,0,102460,90,0,0,0,0,0,0,1,1,0,0,0,0,1,90.0,False,3,4.090909090909091,0
67,1,57208,51,3,0,0,0,0,0,0,0,0,1,0,0,1,12.75,False,3,0.75,0
62,1,148516,69,9,1,0,0,1,0,0,0,0,1,0,0,1,6.9,False,2,1.0952380952380953,0
28,0,115150,95,9,0,0,0,0,0,1,0,0,0,0,0,0,9.5,False,5,3.2758620689655173,0
46,1,96024,89,5,0,0,0,0,0,0,0,1,0,1,0,0,14.833333333333334,False,3,1.8936170212765957,0
53,1,69882,31,8,1,1,0,1,0,0,1,0,0,0,0,1,3.4444444444444446,False,2,0.5740740740740741,0
42,1,55923,50,0,0,0,0,0,0,1,1,0,0,0,0,1,50.0,False,3,1.1627906976744187,0
38,0,144044,20,6,1,0,0,0,0,0,0,1,0,0,0,1,2.857142857142857,False,2,0.5128205128205128,1
53,0,131477,55,9,0,1,0,0,1,0,0,1,0,0,0,1,5.5,False,7,1.0185185185185186,0
27,0,59165,81,4,1,1,0,0,0,0,0,1,0,0,0,0,16.2,False,0,2.892857142857143,0
54,1,97203,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0.25,False,5,0.03636363636363636,1
26,0,121749,25,6,0,0,0,0,1,0,0,0,0,1,0,0,3.5714285714285716,False,7,0.9259259259259259,1
41,0,34114,13,3,0,0,1,0,0,0,1,0,0,1,0,0,3.25,False,3,0.30952380952380953,1
52,1,94965,92,3,0,0,0,1,0,1,0,0,0,0,0,1,23.0,False,3,1.7358490566037736,0
66,0,66321,70,5,0,1,0,1,0,0,0,0,1,0,0,1,11.666666666666666,False,3,1.044776119402985,0
52,0,103297,67,5,0,1,0,0,0,0,1,0,0,1,0,0,11.166666666666666,False,3,1.2641509433962264,0
65,1,126652,58,8,1,0,1,0,0,0,0,0,0,1,0,0,6.444444444444445,True,2,0.8787878787878788,0
53,1,129304,99,4,0,1,0,0,0,0,0,1,0,0,0,1,19.8,False,3,1.8333333333333333,0
35,1,143942,82,7,0,0,0,0,0,0,0,0,1,0,0,1,10.25,False,5,2.2777777777777777,0
66,0,55426,75,4,0,0,0,1,0,0,0,1,0,0,1,0,15.0,False,3,1.1194029850746268,0
56,0,47772,84,1,0,0,0,0,0,0,1,0,0,0,1,0,42.0,False,3,1.4736842105263157,0
49,0,133754,64,5,0,0,0,0,0,0,0,1,0,0,1,0,10.666666666666666,False,3,1.28,0
41,1,33712,69,8,0,1,0,1,1,0,0,0,0,1,0,0,7.666666666666667,False,7,1.6428571428571428,0
40,1,31367,83,2,0,0,1,0,1,0,0,0,0,0,0,0,27.666666666666668,False,5,2.024390243902439,0
49,0,136493,86,0,1,1,0,0,1,0,1,0,0,0,0,1,86.0,False,2,1.72,0
54,0,137317,59,0,0,0,0,1,0,0,0,1,0,0,1,0,59.0,False,3,1.0727272727272728,0
29,1,145142,60,2,0,0,1,0,0,0,1,0,0,0,0,0,20.0,True,3,2.0,0
66,1,121736,83,9,0,0,0,0,1,0,0,1,0,0,0,1,8.3,False,7,1.2388059701492538,0
30,1,81924,62,4,0,0,0,0,0,0,0,0,1,0,0,0,12.4,False,3,2.0,0
40,1,33726,16,2,1,1,0,0,0,0,0,0,0,1,0,0,5.333333333333333,False,0,0.3902439024390244,1
42,0,119152,88,8,0,0,0,0,1,0,1,0,0,1,0,0,9.777777777777779,False,7,2.046511627906977,0
52,1,57723,68,7,0,0,0,0,1,0,0,0,1,1,0,0,8.5,False,7,1.2830188679245282,0
58,0,133110,15,2,1,0,1,0,0,0,0,0,1,0,1,0,5.0,True,0,0.2542372881355932,1
47,0,130494,89,8,0,1,0,1,0,0,1,0,0,0,0,1,9.88888888888889,False,5,1.8541666666666667,0
34,0,39108,55,5,1,0,0,1,1,0,1,0,0,1,0,0,9.166666666666666,False,2,1.5714285714285714,0
66,1,107714,35,6,0,1,0,0,0,0,0,0,1,0,1,0,5.0,False,5,0.5223880597014925,0
37,1,65643,55,3,1,0,1,0,1,0,0,1,0,0,1,0,13.75,False,2,1.4473684210526316,0
65,1,61324,14,3,0,0,1,0,1,0,0,0,1,0,1,0,3.5,False,5,0.21212121212121213,1
42,1,133896,49,1,0,0,1,0,1,0,1,0,0,0,1,0,24.5,True,5,1.1395348837209303,0
39,0,113360,83,4,0,0,0,0,0,0,0,0,1,1,0,0,16.6,False,3,2.075,0
30,1,140896,7,7,0,0,0,1,0,0,0,1,0,0,1,0,0.875,False,5,0.22580645161290322,1
36,1,38927,30,6,0,0,0,0,1,0,0,0,0,1,0,0,4.285714285714286,False,7,0.8108108108108109,0
66,0,123680,83,6,1,1,0,0,1,0,0,0,0,1,0,0,11.857142857142858,False,4,1.2388059701492538,0
53,1,126546,49,5,1,0,0,0,1,0,0,0,1,0,1,0,8.166666666666666,False,2,0.9074074074074074,0
29,0,52443,89,2,0,1,0,1,0,0,0,1,0,1,0,0,29.666666666666668,False,3,2.966666666666667,0
58,0,109973,16,4,1,0,0,1,0,0,0,0,0,0,0,1,3.2,False,0,0.2711864406779661,1
36,0,93449,51,0,0,0,0,0,0,1,0,0,1,0,0,1,51.0,False,3,1.3783783783783783,0
29,0,139834,72,6,0,0,0,0,1,0,0,0,1,0,0,0,10.285714285714286,False,7,2.4,0
26,0,135314,82,8,0,0,0,0,0,1,0,1,0,0,0,1,9.11111111111111,False,5,3.037037037037037,0
24,0,106743,92,0,0,0,0,0,1,0,1,0,0,1,0,0,92.0,False,5,3.68,0
45,0,90233,80,1,1,0,0,0,0,0,0,0,1,1,0,0,40.0,False,0,1.7391304347826086,0
31,0,55537,83,2,0,1,0,0,1,0,1,0,0,0,0,1,27.666666666666668,False,5,2.59375,0
48,1,131293,42,2,0,0,0,1,0,1,1,0,0,0,1,0,14.0,False,3,0.8571428571428571,0
69,1,107576,17,7,0,0,0,0,0,0,0,0,0,0,1,0,2.125,False,5,0.24285714285714285,1
36,1,137522,63,6,0,0,0,0,1,0,1,0,0,1,0,0,9.0,False,7,1.7027027027027026,0
64,1,52612,45,5,1,0,0,0,0,0,0,1,0,0,1,0,7.5,False,0,0.6923076923076923,0
33,0,123977,77,9,0,0,1,0,0,0,0,0,0,0,0,0,7.7,True,5,2.264705882352941,0
22,1,36471,7,9,0,0,0,1,1,0,0,0,0,0,0,0,0.7,False,7,0.30434782608695654,1
52,0,65631,27,3,0,1,0,1,0,0,0,0,0,0,0,1,6.75,False,3,0.5094339622641509,1
29,1,138997,10,8,1,0,0,0,0,0,0,0,1,0,0,1,1.1111111111111112,False,2,0.3333333333333333,1
42,1,122059,34,0,0,0,0,1,0,0,0,0,1,0,1,0,34.0,False,3,0.7906976744186046,0
69,1,61348,36,1,0,0,0,0,0,0,1,0,0,1,0,0,18.0,False,3,0.5142857142857142,0
38,0,94732,25,3,1,0,0,1,0,0,0,0,0,0,0,1,6.25,False,0,0.6410256410256411,1
53,1,31177,6,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,False,3,0.1111111111111111,1
40,0,34760,24,0,0,1,0,1,0,1,0,1,0,0,0,1,24.0,False,3,0.5853658536585366,1
33,0,62779,18,4,0,0,1,0,0,0,1,0,0,0,0,1,3.6,False,3,0.5294117647058824,1
56,1,51636,87,6,0,1,0,1,0,0,0,1,0,0,0,0,12.428571428571429,False,5,1.5263157894736843,0
62,1,111889,6,1,1,0,0,0,0,0,1,0,0,1,0,0,3.0,False,0,0.09523809523809523,1
59,1,83551,29,4,0,0,1,0,1,0,1,0,0,0,0,1,5.8,False,5,0.48333333333333334,1
56,0,41556,25,5,0,0,0,0,0,0,0,0,1,0,0,1,4.166666666666667,False,3,0.43859649122807015,1
31,1,57598,55,6,0,0,0,1,1,0,0,0,1,0,0,1,7.857142857142857,False,7,1.71875,0
48,0,41563,81,0,0,1,0,0,1,0,0,1,0,0,1,0,81.0,False,5,1.653061224489796,0
22,0,76819,46,6,0,0,0,0,1,0,1,0,0,0,0,1,6.571428571428571,False,7,2.0,0
52,1,139326,24,3,1,0,0,0,0,0,0,0,0,0,0,0,6.0,False,0,0.4528301886792453,1
40,1,103770,75,7,0,0,0,0,1,0,0,0,1,1,0,0,9.375,False,7,1.829268292682927,0
46,0,121055,26,3,0,0,0,0,0,0,0,0,0,1,0,0,6.5,False,3,0.5531914893617021,1
60,0,56966,98,5,0,0,0,1,0,1,0,1,0,0,0,0,16.333333333333332,False,3,1.6065573770491803,0
28,0,111709,28,8,0,0,0,0,1,0,0,0,1,0,1,0,3.111111111111111,False,7,0.9655172413793104,1
35,1,89889,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0.6,False,3,0.08333333333333333,1
64,0,56987,75,3,0,0,0,1,0,0,1,0,0,1,0,0,18.75,False,3,1.1538461538461537,0
29,1,108714,38,7,1,1,0,0,0,0,0,1,0,0,0,0,4.75,False,2,1.2666666666666666,0
26,0,134874,61,8,0,0,0,1,1,0,1,0,0,0,1,0,6.777777777777778,False,7,2.259259259259259,0
27,0,88348,78,3,0,0,0,1,0,0,0,0,1,1,0,0,19.5,False,3,2.7857142857142856,0
61,1,54596,51,2,0,1,1,0,0,0,0,1,0,0,1,0,17.0,False,3,0.8225806451612904,0
34,0,63174,90,7,0,1,0,1,0,0,0,0,1,0,0,0,11.25,False,5,2.5714285714285716,0
55,1,94106,48,4,0,0,0,0,1,0,0,1,0,0,0,1,9.6,False,5,0.8571428571428571,0
24,1,137510,21,1,0,0,0,1,1,0,0,0,1,0,0,0,10.5,False,5,0.84,1
63,0,99967,54,9,0,1,0,0,1,0,0,0,0,0,1,0,5.4,False,7,0.84375,0
30,1,89182,56,8,0,1,0,0,1,0,0,0,0,0,0,0,6.222222222222222,False,7,1.8064516129032258,0
57,1,123300,94,2,0,0,0,1,0,0,1,0,0,0,0,1,31.333333333333332,False,3,1.6206896551724137,0
59,0,117163,59,1,0,0,0,0,0,0,0,0,0,0,1,0,29.5,False,3,0.9833333333333333,0
26,1,69310,72,0,0,0,0,1,1,0,0,0,1,0,0,0,72.0,False,5,2.6666666666666665,0
67,1,86088,51,7,0,1,1,0,0,0,0,0,1,0,1,0,6.375,False,5,0.75,0
44,1,38906,20,2,0,0,1,0,0,0,0,0,0,0,1,0,6.666666666666667,False,3,0.4444444444444444,1
19,0,66914,96,6,0,1,1,0,0,0,1,0,0,1,0,0,13.714285714285714,False,5,4.8,0
22,1,140350,86,0,0,1,0,0,0,0,0,0,0,1,0,0,86.0,False,3,3.739130434782609,0
46,0,75379,59,0,1,0,0,0,0,0,0,1,0,0,1,0,59.0,False,0,1.2553191489361701,0
54,0,108612,71,8,1,0,0,1,0,1,0,1,0,0,0,0,7.888888888888889,False,2,1.290909090909091,0
55,1,144828,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1.125,False,5,0.16071428571428573,1
36,1,67650,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,False,3,0.02702702702702703,1
25,1,76881,29,5,0,0,0,1,0,0,0,0,0,0,0,1,4.833333333333333,False,3,1.1153846153846154,1
65,0,76413,63,2,0,0,0,1,1,0,0,0,0,0,1,0,21.0,False,5,0.9545454545454546,0
62,1,36012,72,3,1,0,0,0,0,0,0,1,0,0,1,0,18.0,False,0,1.1428571428571428,0
18,1,80115,56,0,0,0,0,0,0,1,1,0,0,0,0,1,56.0,False,3,2.9473684210526314,0
39,1,37151,68,4,0,0,0,0,0,1,0,0,1,0,1,0,13.6,False,3,1.7,0
69,1,87716,35,0,0,0,0,0,0,0,0,0,0,0,1,0,35.0,False,3,0.5,0
34,1,123747,3,0,0,0,1,0,0,1,1,0,0,0,0,1,3.0,True,3,0.08571428571428572,1
24,0,122653,7,9,1,0,0,0,0,1,0,0,1,1,0,0,0.7,False,2,0.28,1
42,0,66378,27,6,1,0,0,0,1,0,0,0,1,0,1,0,3.857142857142857,False,4,0.627906976744186,1
62,1,72652,1,5,0,0,0,0,1,0,0,0,1,0,0,1,0.16666666666666666,False,5,0.015873015873015872,1
21,1,102430,91,1,0,0,0,1,0,0,1,0,0,0,0,0,45.5,False,3,4.136363636363637,0
53,1,43467,80,1,0,0,0,1,0,0,1,0,0,1,0,0,40.0,False,3,1.4814814814814814,0
23,1,61010,71,6,1,1,0,0,0,0,0,1,0,0,0,0,10.142857142857142,False,2,2.9583333333333335,0
48,0,144793,44,0,1,0,0,0,0,0,1,0,0,0,1,0,44.0,False,0,0.8979591836734694,0
36,1,84691,87,1,0,0,0,0,0,1,1,0,0,1,0,0,43.5,False,3,2.3513513513513513,0
61,0,94157,41,7,0,0,0,0,0,0,1,0,0,0,0,1,5.125,False,5,0.6612903225806451,0
56,0,138177,75,5,0,0,0,1,1,0,0,0,1,0,1,0,12.5,False,5,1.3157894736842106,0
44,1,42289,42,1,1,1,0,1,1,0,0,0,0,0,0,1,21.0,False,2,0.9333333333333333,0
27,0,74976,33,6,0,0,0,0,0,1,0,1,0,1,0,0,4.714285714285714,False,5,1.1785714285714286,0
43,0,73596,50,3,1,0,0,0,0,1,0,0,0,0,0,0,12.5,False,0,1.1363636363636365,0
36,0,53171,63,1,1,0,1,0,0,0,0,0,0,0,1,0,31.5,False,0,1.7027027027027026,0
56,0,130441,37,5,0,0,0,0,0,0,1,0,0,0,1,0,6.166666666666667,False,3,0.6491228070175439,0
20,1,116365,59,8,1,0,0,1,0,0,0,1,0,0,0,1,6.555555555555555,False,2,2.8095238095238093,0
62,1,148218,81,8,1,0,0,0,0,0,0,0,0,1,0,0,9.0,False,2,1.2857142857142858,0
30,0,129590,99,7,0,0,0,0,0,0,0,0,0,0,0,1,12.375,False,5,3.193548387096774,0
67,1,144014,48,2,0,1,0,0,0,0,0,1,0,1,0,0,16.0,False,3,0.7058823529411765,0
45,1,74139,5,2,0,0,0,1,1,0,1,0,0,0,1,0,1.6666666666666667,False,5,0.10869565217391304,1
37,1,78713,48,1,0,0,1,0,0,0,0,0,0,1,0,0,24.0,False,3,1.263157894736842,0
45,1,59734,96,4,1,0,0,0,0,0,0,0,1,0,1,0,19.2,False,0,2.0869565217391304,0
25,1,102588,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0.75,False,2,0.11538461538461539,1
58,0,93646,47,6,0,0,0,0,0,0,0,0,1,0,0,0,6.714285714285714,False,5,0.7966101694915254,0
56,1,33654,62,3,0,1,0,0,0,0,1,0,0,1,0,0,15.5,False,3,1.087719298245614,0
18,1,119022,99,8,0,1,0,0,1,0,0,0,0,0,0,0,11.0,False,7,5.2105263157894735,0
20,1,48743,14,1,1,0,0,0,1,0,0,1,0,1,0,0,7.0,False,2,0.6666666666666666,1
30,1,78368,63,5,0,0,0,1,1,0,0,1,0,1,0,0,10.5,False,5,2.032258064516129,0
45,0,120025,61,6,1,0,0,0,0,0,0,0,0,0,0,1,8.714285714285714,False,2,1.326086956521739,0
66,0,104172,31,3,0,0,0,0,1,0,1,0,0,0,0,1,7.75,False,5,0.4626865671641791,0
42,0,36441,95,5,0,0,1,0,1,0,1,0,0,0,1,0,15.833333333333334,False,5,2.2093023255813953,0
50,0,149735,17,6,0,0,0,0,0,0,0,1,0,0,0,1,2.4285714285714284,False,5,0.3333333333333333,1
55,1,54611,24,3,0,0,1,0,1,0,0,0,0,1,0,0,6.0,False,5,0.42857142857142855,1
23,0,149891,23,7,0,0,0,0,0,1,1,0,0,0,0,1,2.875,False,5,0.9583333333333334,1
61,1,137971,82,8,0,1,1,0,0,0,0,1,0,1,0,0,9.11111111111111,True,5,1.3225806451612903,0
62,1,42149,50,0,0,1,0,1,0,0,0,0,1,0,0,0,50.0,False,3,0.7936507936507936,0
49,1,130102,78,6,1,1,1,0,0,1,0,0,0,1,0,0,11.142857142857142,True,2,1.56,0
62,1,89189,79,8,0,1,1,0,1,0,0,0,1,0,1,0,8.777777777777779,False,7,1.253968253968254,0
64,1,137904,79,9,1,1,0,0,0,0,0,0,1,0,0,0,7.9,False,2,1.2153846153846153,0
38,0,51675,70,4,0,0,1,0,1,0,1,0,0,0,1,0,14.0,False,5,1.794871794871795,0
33,0,101031,27,1,0,0,0,0,0,0,1,0,0,0,1,0,13.5,False,3,0.7941176470588235,1
38,0,72668,15,9,0,0,0,0,0,0,1,0,0,0,1,0,1.5,False,5,0.38461538461538464,1
28,0,43673,50,5,0,1,0,0,0,0,0,0,0,0,0,1,8.333333333333334,False,3,1.7241379310344827,0
54,1,106666,36,6,1,0,0,1,0,1,0,0,1,0,1,0,5.142857142857143,False,2,0.6545454545454545,0
53,0,118204,8,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0,False,3,0.14814814814814814,1
52,1,110758,79,1,0,1,0,1,0,0,1,0,0,1,0,0,39.5,False,3,1.490566037735849,0
36,0,95429,3,9,0,0,0,1,0,0,0,0,1,0,1,0,0.3,False,5,0.08108108108108109,1
37,1,53669,62,9,0,1,0,1,0,0,0,0,0,0,0,0,6.2,False,5,1.631578947368421,0
35,1,64068,47,0,0,0,1,0,0,1,0,0,0,0,1,0,47.0,False,3,1.3055555555555556,0
64,0,118789,77,3,0,0,0,0,0,1,0,1,0,1,0,0,19.25,False,3,1.1846153846153846,0
58,1,39435,98,6,1,0,0,0,1,0,0,0,0,0,0,0,14.0,False,4,1.6610169491525424,0
66,1,124088,88,8,1,0,0,0,1,0,1,0,0,0,0,0,9.777777777777779,False,4,1.3134328358208955,0
31,0,82249,96,2,0,0,0,0,1,0,0,0,0,1,0,0,32.0,False,5,3.0,0
32,1,67384,61,6,0,0,0,0,0,0,0,0,1,0,0,0,8.714285714285714,False,5,1.8484848484848484,0
48,0,111929,32,6,0,0,0,0,0,0,0,0,0,1,0,0,4.571428571428571,False,5,0.6530612244897959,0
18,0,106153,94,6,0,1,0,0,0,0,0,1,0,0,0,0,13.428571428571429,False,5,4.947368421052632,0
20,0,134056,13,1,0,1,1,0,1,0,0,0,1,0,0,0,6.5,True,5,0.6190476190476191,1
33,1,105388,1,5,0,0,0,1,1,0,0,0,1,1,0,0,0.16666666666666666,False,5,0.029411764705882353,1
40,1,61401,34,1,1,0,0,0,0,0,0,1,0,1,0,0,17.0,False,0,0.8292682926829268,0
28,1,101831,62,5,1,0,0,1,0,1,1,0,0,0,0,0,10.333333333333334,False,0,2.1379310344827585,0
29,0,149503,79,9,0,1,0,0,0,0,0,0,1,0,0,0,7.9,False,5,2.6333333333333333,0
