customer_id,age,gender,income,subscription_type,contract_length,payment_method,monthly_usage_hours,customer_service_calls,has_loyalty_card,region,churned
771,25,Male,61910,Standard,Monthly,Credit Card,25,5,No,West,No
772,45,Male,66041,Basic,Quarterly,PayPal,38,5,No,South,No
773,53,Female,118920,Basic,Monthly,Cash,14,9,Yes,West,No
774,43,Female,95681,Basic,Quarterly,PayPal,8,2,No,North,No
775,25,Female,133314,Basic,Quarterly,Cash,91,2,No,East,No
776,67,Male,111571,Standard,Monthly,Credit Card,54,0,No,North,No
777,45,Male,95481,Basic,Monthly,Credit Card,2,6,No,South,No
778,45,Male,98576,Premium,Quarterly,Cash,81,7,No,North,No
779,54,Female,137958,Premium,Quarterly,Credit Card,78,1,No,East,No
780,58,Male,94174,Standard,Quarterly,PayPal,89,3,Yes,South,No
781,53,Female,56160,Standard,Quarterly,PayPal,56,9,No,South,No
782,44,Female,145170,Premium,Quarterly,Bank Transfer,94,6,Yes,East,Yes
783,34,Male,147867,Basic,Yearly,Credit Card,93,7,No,East,No
784,26,Male,47633,Standard,Monthly,PayPal,84,0,No,East,Yes
785,50,Female,124880,Basic,Monthly,Cash,85,3,No,North,No
786,37,Male,47014,Standard,Monthly,Credit Card,61,5,No,West,No
787,30,Female,110532,Basic,Monthly,PayPal,22,2,No,North,No
788,45,Male,79104,Premium,Monthly,Credit Card,35,4,Yes,North,No
789,65,Male,71621,Premium,Monthly,Cash,16,9,No,West,No
790,46,Female,107231,Basic,Yearly,PayPal,50,8,No,East,No
791,30,Male,98388,Basic,Monthly,Bank Transfer,43,2,No,East,Yes
792,63,Female,46014,Premium,Monthly,Bank Transfer,17,4,Yes,West,Yes
793,52,Male,122578,Basic,Monthly,Credit Card,80,7,No,West,No
794,23,Female,63755,Premium,Monthly,Cash,58,5,No,North,No
795,35,Female,70390,Standard,Monthly,PayPal,2,3,No,South,Yes
796,68,Male,53711,Basic,Monthly,Cash,4,7,No,West,Yes
797,22,Female,121658,Basic,Monthly,PayPal,85,2,No,North,No
798,64,Male,87993,Basic,Quarterly,Credit Card,39,2,No,South,No
799,42,Male,104696,Standard,Yearly,PayPal,98,3,No,East,No
800,19,Male,57213,Basic,Yearly,Cash,94,8,Yes,East,Yes
801,27,Female,145788,Standard,Quarterly,Cash,6,4,Yes,North,Yes
802,47,Female,134956,Basic,Monthly,Credit Card,81,7,No,North,No
803,67,Male,87784,Standard,Yearly,Cash,89,5,Yes,West,No
804,62,Male,37421,Premium,Yearly,PayPal,69,2,No,East,No
805,22,Female,116936,Premium,Monthly,Credit Card,69,7,No,North,No
806,50,Male,129073,Basic,Quarterly,PayPal,20,8,Yes,East,No
807,18,Male,47727,Premium,Monthly,Cash,64,7,No,East,Yes
808,35,Female,142418,Standard,Quarterly,Credit Card,16,3,No,West,No
809,49,Male,34358,Standard,Yearly,PayPal,51,5,No,South,No
810,64,Female,95108,Premium,Monthly,Cash,37,0,No,West,No
811,66,Male,124018,Basic,Yearly,Cash,73,3,No,North,No
812,28,Female,62117,Basic,Quarterly,Bank Transfer,69,7,No,West,No
813,38,Male,118700,Premium,Yearly,Cash,42,0,No,West,Yes
814,43,Male,61910,Basic,Monthly,PayPal,57,2,No,East,No
815,42,Female,128032,Premium,Quarterly,Credit Card,66,0,Yes,West,No
816,39,Male,85754,Premium,Monthly,Bank Transfer,9,8,Yes,North,No
817,44,Female,92438,Basic,Monthly,Cash,86,1,No,South,No
818,66,Male,139847,Premium,Monthly,Cash,64,8,Yes,West,No
819,30,Female,59371,Basic,Yearly,Cash,86,3,Yes,West,No
820,50,Female,81501,Standard,Quarterly,PayPal,22,1,No,South,No
821,51,Female,90946,Standard,Yearly,Bank Transfer,34,3,Yes,North,Yes
822,58,Female,68467,Premium,Yearly,PayPal,55,9,No,North,No
823,52,Male,47625,Basic,Monthly,Bank Transfer,29,5,No,West,Yes
824,18,Male,63893,Basic,Monthly,Credit Card,38,6,No,East,No
825,38,Female,106329,Standard,Monthly,PayPal,97,2,No,West,No
826,65,Female,61007,Standard,Monthly,PayPal,18,2,Yes,South,No
827,23,Female,121302,Standard,Monthly,Credit Card,71,9,No,South,No
828,45,Male,69532,Basic,Monthly,Bank Transfer,65,7,No,South,No
829,34,Male,84253,Basic,Monthly,Cash,97,4,No,West,Yes
830,22,Male,42323,Basic,Monthly,Credit Card,1,3,No,West,No
831,48,Male,141335,Premium,Monthly,Cash,88,6,No,North,Yes
832,22,Female,142356,Basic,Monthly,Cash,4,6,No,East,No
833,55,Female,140944,Basic,Yearly,Credit Card,4,8,Yes,West,No
834,20,Female,103379,Premium,Quarterly,Bank Transfer,82,8,No,North,No
835,40,Male,44210,Basic,Yearly,Cash,27,4,No,West,No
836,54,Male,46456,Premium,Monthly,Credit Card,43,7,Yes,North,Yes
837,54,Male,61367,Standard,Monthly,PayPal,59,9,No,North,Yes
838,27,Female,84624,Premium,Quarterly,PayPal,32,0,Yes,East,No
839,27,Female,40106,Basic,Monthly,PayPal,33,8,No,West,No
840,36,Male,133493,Basic,Monthly,Credit Card,28,7,No,North,Yes
841,34,Female,98008,Standard,Monthly,PayPal,55,5,Yes,South,No
842,38,Male,145395,Premium,Monthly,Cash,60,2,No,South,No
843,31,Male,146492,Standard,Monthly,PayPal,70,2,Yes,South,Yes
844,26,Female,102240,Basic,Monthly,PayPal,62,7,No,East,No
845,63,Male,94315,Standard,Quarterly,Cash,80,4,Yes,North,Yes
846,18,Female,99249,Standard,Monthly,PayPal,34,9,No,East,No
847,68,Male,100587,Standard,Monthly,Cash,87,6,No,West,No
848,62,Female,40756,Standard,Quarterly,PayPal,88,4,No,West,No
849,30,Female,98011,Premium,Monthly,Cash,56,7,No,North,No
850,21,Female,66378,Standard,Monthly,PayPal,13,9,No,South,Yes
851,18,Male,34255,Basic,Yearly,Cash,56,9,No,North,No
852,66,Male,44484,Basic,Monthly,Credit Card,18,3,No,North,No
853,57,Female,86549,Basic,Monthly,Cash,54,1,No,North,Yes
854,49,Female,64503,Basic,Monthly,PayPal,77,2,No,East,No
855,51,Male,103794,Basic,Monthly,PayPal,43,7,Yes,West,No
856,45,Male,136283,Basic,Monthly,Bank Transfer,39,6,No,North,No
857,48,Male,130732,Basic,Quarterly,Cash,61,1,Yes,North,No
858,25,Female,75113,Basic,Monthly,Credit Card,42,5,No,North,No
859,56,Male,135730,Premium,Monthly,Cash,81,8,No,East,No
860,43,Male,104069,Premium,Monthly,Cash,79,3,No,East,No
861,51,Female,128117,Basic,Monthly,Credit Card,18,8,Yes,East,No
862,20,Male,35249,Premium,Quarterly,Cash,23,1,Yes,North,No
863,67,Male,149979,Standard,Monthly,Credit Card,54,1,No,South,No
864,29,Male,49201,Basic,Monthly,Credit Card,30,8,No,South,No
865,18,Female,88576,Basic,Monthly,Cash,98,6,No,South,No
866,61,Female,148562,Standard,Monthly,Cash,58,6,No,West,No
867,22,Female,39686,Standard,Monthly,PayPal,68,0,No,North,No
868,47,Female,142413,Standard,Quarterly,PayPal,67,5,No,South,No
869,47,Female,83363,Basic,Monthly,Bank Transfer,71,6,Yes,South,No
870,34,Female,127543,Basic,Monthly,Bank Transfer,18,5,No,South,No
871,65,Female,30661,Basic,Monthly,Cash,7,5,Yes,North,No
872,64,Male,74843,Basic,Quarterly,Credit Card,40,1,No,South,Yes
873,40,Male,125673,Basic,Monthly,Bank Transfer,70,5,Yes,South,No
874,32,Female,90963,Basic,Quarterly,Cash,86,3,No,North,No
875,54,Male,143092,Premium,Quarterly,Bank Transfer,65,8,Yes,West,No
876,38,Male,72828,Premium,Yearly,Credit Card,68,0,Yes,East,No
877,31,Female,78604,Basic,Monthly,Cash,49,7,No,South,Yes
878,19,Male,40526,Premium,Monthly,Credit Card,52,4,Yes,East,No
879,28,Male,98910,Basic,Quarterly,Cash,29,0,Yes,West,No
880,68,Male,55592,Basic,Yearly,Bank Transfer,21,3,No,West,Yes
881,56,Male,58982,Basic,Yearly,PayPal,90,0,Yes,South,No
882,55,Male,30207,Standard,Monthly,Bank Transfer,78,5,Yes,North,No
883,51,Female,130969,Premium,Monthly,Bank Transfer,9,1,No,West,No
884,55,Female,147181,Standard,Monthly,PayPal,47,4,No,East,No
885,67,Female,118733,Basic,Quarterly,PayPal,76,6,No,East,No
886,51,Male,128936,Standard,Monthly,Cash,42,1,No,East,No
887,35,Female,98619,Basic,Monthly,Cash,51,5,No,East,Yes
888,47,Male,59328,Premium,Quarterly,Credit Card,56,5,Yes,West,No
889,32,Male,76479,Standard,Monthly,Credit Card,51,4,No,South,No
890,44,Male,138427,Basic,Yearly,Bank Transfer,70,4,No,South,No
891,68,Male,50103,Standard,Monthly,PayPal,20,2,No,East,No
892,51,Female,69891,Standard,Monthly,Credit Card,88,9,No,South,No
893,69,Female,40754,Basic,Monthly,Bank Transfer,27,9,Yes,East,No
894,55,Male,129983,Standard,Quarterly,PayPal,38,1,No,East,No
895,50,Female,111437,Basic,Monthly,Cash,72,6,No,North,No
896,41,Male,128540,Standard,Monthly,Bank Transfer,65,0,No,West,No
897,32,Female,102982,Premium,Yearly,Cash,54,5,Yes,West,No
898,47,Female,132747,Premium,Monthly,Credit Card,24,5,Yes,East,No
899,59,Male,85922,Standard,Monthly,Credit Card,47,2,Yes,West,No
900,68,Female,78231,Standard,Monthly,PayPal,71,1,No,South,No
901,34,Male,59301,Basic,Monthly,Bank Transfer,83,1,Yes,East,No
902,22,Female,121652,Standard,Quarterly,Cash,86,8,Yes,North,No
903,46,Male,92711,Basic,Monthly,PayPal,63,4,No,South,No
904,21,Male,71323,Basic,Monthly,Credit Card,57,6,Yes,North,No
905,27,Female,48752,Basic,Monthly,Credit Card,55,4,No,North,No
906,34,Female,127912,Basic,Quarterly,Bank Transfer,60,6,No,West,No
907,27,Male,112205,Standard,Monthly,Cash,99,3,No,West,No
908,34,Female,128452,Basic,Monthly,Bank Transfer,62,7,No,East,No
909,37,Female,43395,Standard,Monthly,Cash,30,9,No,West,No
910,41,Male,115957,Basic,Monthly,Cash,93,9,No,North,No
911,22,Male,86273,Basic,Monthly,Bank Transfer,22,6,Yes,North,Yes
912,51,Female,121878,Standard,Monthly,PayPal,75,9,Yes,South,No
913,23,Male,34895,Basic,Quarterly,Bank Transfer,84,4,Yes,North,Yes
914,19,Male,149968,Basic,Monthly,Bank Transfer,29,5,No,East,No
915,30,Male,145700,Standard,Yearly,Credit Card,41,4,No,East,No
916,60,Female,106559,Basic,Yearly,Credit Card,42,6,No,West,No
917,60,Female,40699,Premium,Monthly,Bank Transfer,98,1,No,West,No
918,65,Male,95061,Basic,Monthly,Bank Transfer,65,4,Yes,West,No
919,28,Female,39715,Basic,Monthly,Credit Card,31,9,No,East,No
920,68,Male,49169,Standard,Quarterly,Cash,30,2,No,North,Yes
921,64,Female,148413,Basic,Monthly,Bank Transfer,18,8,Yes,West,No
922,40,Male,46163,Basic,Monthly,PayPal,17,5,No,South,No
923,33,Male,149264,Basic,Monthly,PayPal,38,9,Yes,West,Yes
924,48,Female,35782,Basic,Quarterly,PayPal,14,2,No,East,No
925,28,Male,118177,Premium,Quarterly,Bank Transfer,87,6,No,West,Yes
926,33,Female,114328,Basic,Monthly,Cash,89,3,Yes,North,No
927,25,Female,145028,Standard,Quarterly,Cash,79,2,No,West,Yes
928,21,Male,65585,Premium,Monthly,Credit Card,56,7,No,East,Yes
929,57,Male,60682,Basic,Monthly,Bank Transfer,22,3,No,East,Yes
930,21,Female,77864,Premium,Yearly,Cash,67,0,No,South,No
931,42,Male,114416,Basic,Monthly,Bank Transfer,56,5,Yes,East,No
932,20,Male,85114,Premium,Monthly,Credit Card,19,9,No,South,No
933,49,Male,68067,Basic,Monthly,Credit Card,57,0,No,North,No
934,20,Male,72685,Standard,Yearly,Credit Card,44,4,No,East,No
935,44,Male,48073,Basic,Quarterly,PayPal,98,6,Yes,West,No
936,46,Female,66035,Basic,Quarterly,Bank Transfer,35,5,No,North,No
937,49,Female,94977,Standard,Quarterly,Credit Card,1,1,No,West,No
938,67,Male,132710,Standard,Monthly,Bank Transfer,52,3,Yes,West,No
939,68,Male,120373,Basic,Monthly,PayPal,85,1,No,West,No
940,36,Male,113362,Basic,Monthly,PayPal,93,0,Yes,North,No
941,38,Female,120517,Standard,Monthly,Credit Card,70,2,No,North,Yes
942,22,Male,95450,Standard,Monthly,Credit Card,37,2,Yes,East,No
943,35,Female,40382,Premium,Yearly,Cash,65,6,No,West,Yes
944,45,Female,34437,Standard,Monthly,Bank Transfer,51,0,No,South,No
945,59,Female,100971,Premium,Monthly,Credit Card,1,8,No,East,No
946,39,Male,94612,Standard,Monthly,Cash,91,5,No,North,No
947,38,Female,120355,Basic,Monthly,Bank Transfer,21,3,No,South,No
948,23,Male,91929,Basic,Yearly,Credit Card,53,2,No,North,No
949,18,Female,132411,Standard,Monthly,Cash,16,2,Yes,South,No
950,22,Male,127518,Standard,Monthly,Cash,61,1,Yes,East,No
951,58,Female,128864,Basic,Quarterly,Bank Transfer,54,1,No,South,No
952,29,Male,42329,Basic,Monthly,Cash,40,9,Yes,East,No
953,43,Female,55169,Premium,Monthly,Bank Transfer,26,4,No,North,No
954,63,Male,117468,Standard,Monthly,Bank Transfer,80,8,No,South,No
955,51,Male,64594,Basic,Monthly,Bank Transfer,92,1,Yes,West,No
956,66,Male,106957,Basic,Yearly,PayPal,65,1,No,West,No
957,31,Male,90631,Basic,Quarterly,Cash,74,5,No,North,No
958,43,Female,75033,Basic,Monthly,Bank Transfer,64,9,No,South,No
959,62,Female,93133,Basic,Quarterly,Credit Card,43,1,No,West,Yes
960,44,Male,103165,Basic,Monthly,PayPal,17,3,No,East,No
961,26,Female,103861,Standard,Monthly,PayPal,59,5,Yes,South,Yes
962,43,Male,82290,Basic,Monthly,Cash,23,4,No,South,No
963,64,Male,124031,Premium,Monthly,Bank Transfer,7,0,No,West,No
964,39,Female,61750,Premium,Monthly,Cash,44,5,No,East,No
965,64,Male,125155,Basic,Quarterly,PayPal,53,0,Yes,East,No
966,47,Male,70461,Standard,Yearly,Bank Transfer,71,2,Yes,East,Yes
967,60,Female,103800,Basic,Monthly,Credit Card,79,9,No,South,No
968,65,Male,108222,Premium,Monthly,Bank Transfer,34,4,No,North,No
969,34,Male,142020,Basic,Monthly,PayPal,46,9,No,South,No
970,43,Male,54226,Standard,Monthly,Credit Card,68,4,No,South,No
971,53,Male,36721,Standard,Monthly,Bank Transfer,78,9,No,West,No
972,18,Female,86154,Basic,Monthly,Credit Card,78,5,No,North,No
973,25,Female,50609,Basic,Quarterly,Credit Card,16,9,Yes,East,No
974,66,Female,82130,Standard,Monthly,PayPal,71,7,Yes,West,Yes
975,52,Male,102909,Standard,Monthly,Credit Card,96,4,Yes,South,Yes
976,69,Male,134211,Basic,Monthly,Cash,19,0,No,North,No
977,32,Female,85249,Standard,Monthly,PayPal,2,4,No,East,No
978,64,Male,78895,Basic,Monthly,Cash,10,2,No,East,No
979,39,Male,124473,Standard,Quarterly,Credit Card,50,3,No,South,No
980,31,Male,35656,Basic,Monthly,Cash,81,7,No,East,No
981,43,Male,104520,Premium,Quarterly,Bank Transfer,12,6,No,East,Yes
982,45,Female,93740,Basic,Monthly,Credit Card,70,4,No,North,No
983,40,Female,94309,Basic,Monthly,Bank Transfer,22,1,Yes,West,No
984,31,Female,59984,Basic,Monthly,Cash,32,5,Yes,North,Yes
985,41,Male,148947,Basic,Quarterly,Bank Transfer,84,5,No,West,No
986,19,Female,103822,Standard,Monthly,Credit Card,1,9,No,West,No
987,62,Female,35901,Basic,Quarterly,Bank Transfer,54,9,No,West,No
988,43,Male,61552,Premium,Monthly,Cash,58,5,No,East,No
989,31,Male,121245,Basic,Quarterly,Cash,70,8,No,North,No
990,68,Female,61055,Basic,Monthly,Cash,83,7,Yes,East,No
991,24,Female,67685,Basic,Quarterly,Credit Card,18,7,Yes,South,No
992,20,Female,103965,Basic,Monthly,Cash,6,0,Yes,North,No
993,64,Female,44716,Basic,Yearly,Credit Card,45,4,No,West,No
994,40,Male,144099,Basic,Monthly,Bank Transfer,97,6,Yes,East,No
995,63,Female,41138,Basic,Monthly,Cash,23,5,No,East,No
996,60,Female,65298,Basic,Monthly,Bank Transfer,23,4,No,North,Yes
997,64,Male,81112,Standard,Quarterly,PayPal,26,7,No,North,No
998,62,Female,53429,Standard,Monthly,Bank Transfer,77,2,Yes,West,No
999,35,Male,80200,Basic,Quarterly,PayPal,7,5,No,West,No
1000,55,Male,101308,Basic,Monthly,Bank Transfer,79,4,No,South,Yes
